judul,url,isi
"'Sulap' Ala Gabriel, Tendang Kepala Martinez dan Lolos Sanksi",https://sport.detik.com/sepakbola/liga-inggris/d-8652231/sulap-ala-gabriel-tendang-kepala-martinez-dan-lolos-sanksi,"London - Gabriel Magalhaes menendang kepala Emiliano Martinez dan lolos sanksi dalam laga Arsenal vs Chelsea . Banyak yang keheranan dengan aksi bek Meriam London itu. Dalam laga di Emirates Stadium, London, Minggu (6/9/2026), momen itu terlihat pada menit ke-6. Dalam perebutan bola sepak pojok, Gabriel menendang kepala Martinez. Dalam tayangan lambat, Martinez sedianya sudah lebih dulu mengamankan bola di bawah. Gabriel, yang juga sambil rebahan, kemudian melayangkan tendangan mengenai kepala Martinez. SCROLL TO CONTINUE WITH CONTENT Martinez langsung kesakitan akibat tendangan itu. Kiper Chelsea itu harus mendapat perawatan sejenak, sementara Gabriel tak dihukum wasit Chris Kavanagh. Aksi Gabriel Magalhaes itu kemudian disorot Wayne Rooney dan Ashley Young. Dalam program di BBC, keduanya heran bek Arsenal bisa lolos kartu. ADVERTISEMENT Baca juga: Gabriel Sepak Kepala Emi Martinez, Lolos dari Hukuman ""Sekilas, Anda mungkin tidak terlalu menyadarinya, sampai melihat tayangan ulang dalam gerakan lambat,"" kata Rooney dalam Match of the Day. ""Martinez sedang memegang bola, lalu Gabriel menendang kepalanya. Dia mengayunkan kakinya dan melampaui batas. Dia sangat beruntung masih bisa tetap berada di lapangan,"" kata Rooney. Senada, Young juga heran aksi Gabriel bisa lolos dari VAR. Ia mempertanyakannya sebab tendangan bek asal Brasil itu juga terlalu tinggi, tidak mengarah ke gawang yang berada di pelukan Martinez. Baca juga: Chelsea Tak Kecewa-kecewa Banget ""Saya setuju. Saat bola berada di tanah dan Martinez menguasainya, Gabriel menendang terlalu tinggi,"" kata Young. ""Saya tidak yakin mengapa insiden ini tidak diperiksa VAR atau apakah mereka telah meninjaunya dengan saksama karena dia sama sekali tidak berada di dekat bola. Dia lolos begitu saja dari hukuman,"" katanya. Di laga itu, Arsenal keluar jadi pemenang dengan skor 2-1 atas Chelsea . Sempat tertinggal lewat gol cepat Morgan Rogers, The Gunners bangkit dan membalas lewat Kai Havertz serta Martin Odegaard. Baca juga: Selembar Kertas Catatan Xabi Alonso ke Reece James, Apa Isinya? (yna/krs) gabriel magalhaes emiliano martinez arsenal vs chelsea liga inggris 2026/2027 premier league 2026/2027 premier league liga inggris"
Betapa Cairnya Lini Depan Arsenal,https://sport.detik.com/sepakbola/liga-inggris/d-8652136/betapa-cairnya-lini-depan-arsenal,"London - Arsenal masih konsisten meraih kemenangan di Premier League musim ini. Lini depan The Gunners yang saling terkoneksi dengan baik menjadi senjata andalan untuk 'menghabisi' lawan. Arsenal baru saja menekuk Chelsea 2-1 di Emirates pada Minggu (6/9/2026) lalu. Itu menjadi kemenangan ketiga beruntun di liga usai mengalahkan Coventry City 3-0 dan Aston Villa 1-0. Saat mengalahkan Chelsea, proses gol kedua Arsenal yang dicetak oleh Martin Odegaard mendapat pujian. Kai Havertz saat itu membiarkan crossing Christos Tzolis yang mengarah padanya, namun di belakang penyerang Jerman itu sudah ada Odegaard yang lebih siap menerima bola. SCROLL TO CONTINUE WITH CONTENT Baca juga: Kai Havertz: London Masih Merah! Keputusan Havertz itu berbuah manis karena Odegaard berhasil mencetak gol. Usai laga, manajer Arsenal Mikel Arteta menyoroti chemistry yang baik di antara para penyerang Arsenal. ADVERTISEMENT ""Ketika Anda mulai merasakan chemistry di antara mereka dan melihat apa yang bisa mereka hasilkan, itu sungguh hebat,"" ujar Arteta, dikutip Sky Sports. Pada tiga pertama di Premier League musim ini, Arteta konsisten menurunkan kuartet Bukayo Saka, Odegaard, Christos Tzolis, dan Havertz di pos lini serang. Sejauh ini, hasilnya baik. Baca juga: Biar Mental Juara Arsenal yang Bicara Dari enam gol yang sudah dicetak Arsenal, Odegaard, Saka, dan Havertz masing-masing telah mencetak dua gol. Sedangkan Tzolis sudah menyumbang satu assist saat melawan Chelsea. Secara permainan, mereka pun tidak kaku. Saka kerap bergerak ke tengah dari sayap kanan, atau bertukar sisi dengan Tzolis. Havertz kerap bergerak ke kanan, dan Odegaaard siap maju dari belakang saat mendapat ruang. ""Itu adalah dimensi berikutnya. Dimensi lanjutan dalam hal dinamika, ancaman, intensi, dan agresivitas saat menyerang. Anda tentu telah melihatnya hari ini,"" jelas Arteta. Baca juga: Klasemen Liga Inggris: Arsenal dan City Masih Sempurna, MU Nomor 11 Arsenal selanjutnya akan memulai petualangan di Liga Champions dengan menghadapi Arsenal pada Kamis (10/9) pukul 02.00 WIB. Menarik ditunggu apakah cairnya lini serang The Gunners di kancah domestik bisa ditunjukkan pula di tanah Eropa. (adp/krs) arsenal premier league mikel arteta martin odegaard bukayo saka kai havertz christos tzolis liga inggris"
"Selembar Kertas Catatan Xabi Alonso ke Reece James, Apa Isinya?",https://sport.detik.com/sepakbola/liga-inggris/d-8652000/selembar-kertas-catatan-xabi-alonso-ke-reece-james-apa-isinya,"Jakarta - Xabi Alonso sempat memberikan selembar kertas kepada Reece James dalam laga Arsenal vs Chelsea. Sky Sports mencoba mengungkap isinya. Arsenal menjamu Chelsea di Emirates Stadium dalam lanjutan Liga Inggris, Minggu (7/9/2026) malam WIB. Si Biru kalah 1-2. Chelsea sempat memimpin 1-0 di menit kedua lewat tembakan kejut Morgan Rogers. Setelah kebobolan, Arsenal agresif menekan. SCROLL TO CONTINUE WITH CONTENT Kai Havertz berhasil membuat Arsenal menyamakan skor 1-1 di menit ke-25. Martin Odegaard kemudian mencetak gol di menit ke-50 yang membuat Chelsea tertinggal 1-2. Baca juga: Pertahanan yang Keropos Masih Jadi PR Chelsea ADVERTISEMENT Berbagai upaya dilakukan Xabi Alonso demi bisa mencari gol penyeimbang. Dia bahkan sempat memberikan selembar kertas kepada kapten Reece James melalui Danny Welbeck di menit ke-88. Bersama Cole Palmer, James tampak mencoba memahami isi catatan dari Xabi Alonso tersebut. KameraSkySports sedikit mengungkapkan isi catatan di kertas tersebut. Sky Sports meyakini bahwa itu adalah gambar formasi di lapangan dengan tiga pemain di lini depan. Namun, sejatinya potongan gambar masih belum bisa dipastikan. ""Pertandingan ini memiliki momentum dan tahapan yang berbeda. Kami memulai pertandingan dengan baik, mencetak gol pertama. 15 menit berikutnya, mereka menekan kami dengan keras,"" kata Xabi Alonso terkait pertandingan. ""Kami bertahan terlalu rendah dan kesulitan untuk menguasai bola. Setelah kebobolan, saya rasa permainan kembali seimbang antara mereka dan kami,"" sambungnya. Baca juga: Gabriel Sepak Kepala Emi Martinez, Lolos dari Hukuman Video Arsenal Vs Chelsea: The Gunners Taklukkan The Blues 2-1 Video Arsenal Vs Chelsea: The Gunners Taklukkan The Blues 2-1 (ran/krs) arsenal chelsea arsenal vs chelsea xabi alonso reece james"
Chelsea Tak Kecewa-kecewa Banget,https://sport.detik.com/sepakbola/liga-inggris/d-8651999/chelsea-tak-kecewa-kecewa-banget,"Jakarta - Chelsea sempat mengungguli Arsenal sebelum kalah 1-2. Untuk ukuran tim 'baru', Morgan Rogers merasa The Blues sudah tampil cukup baik. Chelsea unggul cepat saat tandang ke Emirates Stadium, Minggu (6/9/2026) malam WIB. Morgan Rogers membawa mereka unggul saat laga baru berjalan dua menit. Tapi Arsenal keluar dari tekanan dan mulai menjepit tamunya tersebut. Setelah gol Riccardo Calafiori dianulir, mereka menyamakan skor pada menit ke-25 melalui Kai Havertz. SCROLL TO CONTINUE WITH CONTENT Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues Gol Martin Odegaard pada menit ke-50 lantas menjadi penentu kemenangan buat The Gunners. Secara umum, Arsenal memang lebih dominan di pertandingan ini dan pantas menang. ADVERTISEMENT Tapi Chelsea di lain sisi sempat bikin sang juara bertahan kacau khususnya di awal pertandingan. Itu menjadi tanda yang menjanjikan, mengingat ini baru laga ketiga bersama Xabi Alonso di Liga Inggris. Baca juga: Biar Mental Juara Arsenal yang Bicara Sebagai catatan, Alonso baru datang musim tahun ini menggantikan Enzo Maresca. ""Kami kecewa. Kami datang ke sini dengan misi untuk menang, namun kami gagal mewujudkannya. Jadi, tentu saja para pemain merasa kecewa. Tapi musim ini masih panjang dan tempat ini adalah lokasi yang sulit untuk ditaklukkan,"" kata Rogers di situs Chelsea. ""Menurut saya, kami sudah menunjukkan performa yang bagus. Kami bermain dengan baik di sebagian besar jalannya pertandingan, menciptakan peluang, dan bertahan dengan solid saat dibutuhkan. Tentu saja, situasinya berat; mereka sedang dalam performa terbaik saat ini dan punya kepercayaan diri yang tinggi."" Baca juga: Chelsea Kena Comeback Arsenal, Alonso: Menyakitkan (raw/ran) chelsea arsenal liga inggris morgan rogers xabi alonso"
Arteta: Tekel Konsa ke Morgan Rogers Itu Khas Inggris,https://sport.detik.com/sepakbola/liga-inggris/d-8651864/arteta-tekel-konsa-ke-morgan-rogers-itu-khas-inggris,"Jakarta - Ezri Konsa tampi oke dalam laga derby London. Manajer Arsenal, Mikel Arteta , memuji tekel Konsa dalam upaya merebut bola dari Morgan Rogers. Arsenal menjamu Chelsea di Emirates Stadium dalam lanjutan Liga Inggris, Minggu (7/9/2026) malam WIB. Meriam London menang 2-1. Pertandingan ini menjadi debut Konsa sebagai starter bersama Arsenal dan juga tampil di kandang. Mantan bek Aston Villa tersebut tampil sangat oke bersama Gabriel Magalhaes. SCROLL TO CONTINUE WITH CONTENT Aksi luar biasa Konsa pada babak kedua menjadi sorotan saat dirinya menghilangkan penguasaan bola dari kaki Rogers. Konsa dengan penuh percaya diri melakukan tekel sambil meluncurkan badannya dan membuat Rogers gagal mendekati kotak penalti. Baca juga: Chelsea Kena Comeback Arsenal, Alonso: Menyakitkan ADVERTISEMENT Ezri Konsa, timed to perfection ð¤ ð´ @Arsenal pic.twitter.com/9Suh15Oioz â Premier League (@premierleague) September 6, 2026 ""Sebuah tekel yang sangat khas Inggris, penonton langsung bereaksi - terkadang kalian lebih menyukai itu daripada gol! Itu luar biasa, tentu saja,"" kara Arteta yang dikutip dari situs resmi Arsenal. ""Dia menjalani lima atau enam sesi latihan dan cara dia bermain man-to-man melawan lawan seperti Joao Pedro - menurut saya dia fenomenal,"" sambungnya. Chelsea sempat memimpin 1-0 di menit kedua lewat tembakan kejut Morgan Rogers. Setelah kebobolan, Arsenal agresif menekan. Kai Havertz berhasil membuat Arsenal menyamakan skor 1-1 di menit ke-25. Gol kemenangan 2-1 Arsenal datang pada menit ke-50 melalui Martin Odegaard. Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues (ran/raw) arsenal liga inggris chelsea ezri konsa"
Kai Havertz: London Masih Merah!,https://sport.detik.com/sepakbola/liga-inggris/d-8651859/kai-havertz-london-masih-merah,"Jakarta - Kai Havertz menegaskan bahwa London masih merah. Hal itu dia sampaikan di media sosial usai Arsenal mengalahkan Cheslea. Arsenal menjamu Chelsea di Emirates Stadium dalam lanjutan Liga Inggris, Minggu (7/9/2026) malam WIB. Meriam London menang 2-1. Chelsea sempat memimpin 1-0 di menit kedua lewat tembakan kejut Morgan Rogers. Setelah kebobolan, Arsenal agresif menekan. SCROLL TO CONTINUE WITH CONTENT Kai Havertz akhirnya berhasil membuat Arsenal menyamakan skor 1-1 di menit ke-25. Gol kemenangan 2-1 Arsenal datang pada menit ke-50 melalui Martin Odegaard dengan menyambut umpan mendatar Christos Tzolis, yang didahului oleh dummy Havertz. Di media sosial, Havertz menegaskan bahwa London masih merah. Dia padahal mantan pemain Chelsea sebelumnya bergabung dengan Arsenal. ADVERTISEMENT Baca juga: Chelsea Kena Comeback Arsenal, Alonso: Menyakitkan [Gambas:Instagram] ""Pertandingan yang luar biasa. Kami menunjukkan kepada mereka bahwa kami bermain lebih baik dan pantas mendapatkannya,"" kata Kai Havertz dalam saluran resmi Premier League. ""Dan, ya, tentu saja saja selalu menyenangkan untuk menang di kandang melawan rival di London,"" pemain asal Jerman itu menambahkan. Arsenal melanjutkan keperkasaannya melawan Chelsea. Pasukan Mikel Arteta kini sudah 12 pertandingan beruntun di semua ajang melawan Chelsea meraih hasil sembilan menang dan tiga imbang. Baca juga: Biar Mental Juara Arsenal yang Bicara (ran/krs) kai havertz arsenal arsenal vs chelsea"
Carrick Akui MU Punya PR di Pertahanan,https://sport.detik.com/sepakbola/liga-inggris/d-8651858/carrick-akui-mu-punya-pr-di-pertahanan,"Jakarta - Michael Carrick percaya Manchester United seharusnya bisa menang kalau bukan karena gol-gol tendangan spekulatif Everton. Tapi juga mengakui ada PR pertahanan. MU dua kali memimpin saat tandang ke Hill Dickinson Stadium, Minggu (6/9/2026) malam WIB. Setan Merah membuka keunggulan lewat Bryan Mbeumo dan dibalas sepakan Tyrique George. Sundulan Benjamin Sesko mengembalikan MU ke posisi memimpin pada menit ke-88. Akan tetapi sepakan jarak jauh Ainsley Maitland-Niles pada menit ke-96 mengagalkan kemenangan mereka. SCROLL TO CONTINUE WITH CONTENT Baca juga: Everton Vs MU Tuntas 2-2, Setan Merah Apes di Menit Akhir Secara permainan, MU sebenarnya mendominasi dan relatif bisa mengontrol lawannya. Tapi pada akhirnya dua gol tetap bersarang ke gawang Senne Lammens. ADVERTISEMENT Terlepas tendangan-tendangan yang menjadi gol itu seluruhnya tendangan yang sulit, tapi Carrick tak akan menampik timnya belum clean sheet. Mereka sudah kebobolan enam kali sementara mencetak tujuh gol. Baca juga: Everton Vs Man Utd: Imbang Rasa Kalah buat Setan Merah MU bobol dua kali oleh Hull City pada pekan pertama, disusul dua gol lain oleh Ipswich, dan dua gol lagi semalam. Niscaya bukan sebuah pertanda bagus di awal musim. ""Mentalitasnya sudah ada. Itu dua tembakan yang sangat bagus dari jarak jauh, dari sudut pandang mereka. Terkadang tendangan semacam itu meluncur ke pojok atas, tapi sih lebih sering tidak begitu,"" kata Carrick dikutip BBC . ""Tapi pastinya kami tak bisa mengabaikan catatan ini. Kami perlu mengurangi gol yang masuk untuk memberi kami kesempatan lebih baik buat menang. Ada hal-hal yang perlu kami perbaiki sebagai tim."" Baca juga: Klasemen Liga Inggris: Arsenal dan City Masih Sempurna, MU Nomor 11 (raw/krs) michael carrick manchester united everton vs mu"
Pertahanan yang Keropos Masih Jadi PR Chelsea,https://sport.detik.com/sepakbola/liga-inggris/d-8651641/pertahanan-yang-keropos-masih-jadi-pr-chelsea,"Jakarta - Xabi Alonso menyoroti lini belakang Chelsea usai kekalahan dari Arsenal . Alonso sadar betul pertahanan Chelsea yang rapuh harus segera diperbaiki. Chelsea tandang ke markas Arsenal di Emirates Stadium dalam lanjutan Premier League , Minggu (6/9/2026) malam WIB. Sempat unggul lebih dulu, The Blues akhirnya kalah 1-2 dari sang juara bertahan. Kekalahan ini menyoroti rapuhnya barisan pertahanan Chelsea. Gawang Chelsea sudah kebobolan tujuh gol hanya dalam tiga pertandingan Premier League. SCROLL TO CONTINUE WITH CONTENT Meski menang di dua laga pertama, Chelsea kebobolan dua gol saat melawan Fulham dan tiga gol kala menghadapi Brighton. Ini menjadi pekerjaan rumah yang harus segera dibereskan oleh Alonso. Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues ADVERTISEMENT ""Prioritas saya adalah menang dan untuk itu biasanya lebih mudah kalau tidak kebobolan,"" ujar Alonso seperti dilansir ESPN. ""Jadi tentu saja, itu sesuatu yang harus kami bereskan. Kami harus lebih rapat, lebih efisien, lebih seimbang. Tapi ini juga butuh waktu."" ""Kami tidak senang. Ini menyakitkan, tentu saja kami kecewa, tapi ini kekalahan pertama, jalan kami masih panjang dan tidak berdampak besar ke mood kami,"" lanjut Alonso. ""Memang harus terasa sakit, tapi sakit dalam hal positif. Ini baru pertandingan ketiga, jadi masih ada banyak pertandingan. Saya ingin bersaing dan menang,"" katanya. Baca juga: Chelsea Gagal Dapat Pengganti Enzo, Ini Kata Xabi Alonso (nds/bay) xabi alonso chelsea arsenal vs chelsea premier league"
Arsenal Masih Penguasa London,https://sport.detik.com/sepakbola/liga-inggris/d-8651576/arsenal-masih-penguasa-london,"London - Arsenal memenangi duel kontra Chelsea setelah tertinggal duluan. The Gunners memang masih yang terbaik di kota London. Pada laga pekan ketiga Liga Inggris 2026/2027 di Emirates Stadium, Minggu (6/9/2026) malam WIB, Chelsea memimpin duluan lewat Morgan Rogers di menit kedua. Riccardo Calafiori sempat menyamakan skor di menit ketujuh tapi dianulir karena terjebak offside. Kai Havertz akhirnya bikin skor sama kuat 1-1 di menit ke-25. SCROLL TO CONTINUE WITH CONTENT Arsenal berbalik memimpin 2-1 di menit ke-50 ketika Martin Odegaard membobol gawang Emiliano Martinez. Skor itu bertahan sampai laga usai. Baca juga: Biar Mental Juara Arsenal yang Bicara ADVERTISEMENT Arsenal mempertahankan start sempurnanya musim ini untuk menempel Manchester City di puncak klasemen Liga Inggris . Selain itu, mereka juga melanjutkan catatan apik di Derby London. Menurut Squawka, Arsenal cuma kalah sekali dari 30 Derby London terakhir. Ini merupakan kemenangan ke-23 mereka sementara sisanya adalah enam hasil imbang. Kekalahan terakhir didapat dari Fulham pada Desember 2023 di Craven Cottage. Bahkan ketika bertemu Chelsea, Arsenal tidak terkalahkan di 10 pertemuan terakhirnya. ""Selalu menyenangkan bisa mengalahkan sesama tim London di kandang. Laga yang sulit, tapi kami pantas menang jika melihat performa selama 90 menit,"" ujar Havertz kepada BBC Match of The Day . Baca juga: Odegaard Langsung Ngegas Video Arsenal Vs Chelsea: The Gunners Taklukkan The Blues 2-1 Video Arsenal Vs Chelsea: The Gunners Taklukkan The Blues 2-1 (mrp/nds) arsenal chelsea kai havertz arsenal vs chelsea liga inggris 2026/2027 liga inggris"
"Chelsea Kena Comeback Arsenal, Alonso: Menyakitkan",https://sport.detik.com/sepakbola/liga-inggris/d-8651637/chelsea-kena-comeback-arsenal-alonso-menyakitkan,"Jakarta - Xabi Alonso kecewa dengan kekalahan Chelsea di kandang Arsenal . Kekalahan pertama Chelsea ini terasa menyakitkan untuk Alonso. Duel Arsenal vs Chelsea di pekan ketiga Premier League 2026/27 digelar di Emirates Stadium, Minggu (6/9/2026) malam WIB. The Blues yang unggul lebih dulu akhirnya kalah 1-2 dari sang juara bertahan. Morgan Rogers membawa Chelsea unggul cepat lewat golnya pada menit kedua. Arsenal yang terus menggendor lantas menyamakan skor lewat Kai Havertz sebelum Martin Odegaard membalikkan keadaan untuk tuan rumah. SCROLL TO CONTINUE WITH CONTENT Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues Kekalahan ini menghentikan start positif Alonso bersama Chelsea. Setelah menang di tiga pertandingan pertamanya, termasuk di Carabao Cup, Alonso merasakan kekalahan pertamanya. ADVERTISEMENT ""Penilaian dan rasanya adalah ini menyakitkan. Kalah itu menyakitkan. Menyakitkan dapat kekalahan pertama,"" ujar Alonso kepada BBC Match of the Day. ""Tadi pertandingan yang sangat intens, pertarungan yang luar biasa di antara dua tim yang habis-habisan. Mereka bermain dengan level konsentrasi, intensitas yang top. Kami sudah mencoba, kami mencetak gol cepat, setelah itu Arsenal menekan kami dan kami sedikit kesulitan untuk memegang kendali permainan."" ""Setelah gol penyama, pertandingan cukup berimbang. Kami punya beberapa peluang. Ini soal detail. Begitu Anda kebobolan, Anda harus tahu itu cuma satu gol. Kecewa karena kami tidak membawa pulang apa pun dari sini,"" katanya. Baca juga: Chelsea Gagal Dapat Pengganti Enzo, Ini Kata Xabi Alonso (nds/mrp) chelsea xabi alonso premier league arsenal arsenal vs chelsea"
"Klasemen Liga Inggris: Arsenal dan City Masih Sempurna, MU Nomor 11",https://sport.detik.com/sepakbola/liga-inggris/d-8651590/klasemen-liga-inggris-arsenal-dan-city-masih-sempurna-mu-nomor-11,"Jakarta - Arsenal melanjutkan start sempurnanya di Premier League dengan mengalahkan Chelsea untuk sekaligus menempel Manchester City . Sementara itu, Manchester United gagal menang. Arsenal meraih tiga poin kala menjamu Chelsea dalam laga derby London di Emirates Stadium, Minggu (6/9/2026) malam WIB. Sempat kebobolan lebih dulu, The Gunners berbalik menang 2-1. Dengan kemenangan ini, Arsenal mengumpulkan sembilan poin dari tiga pertandingan. Pasukan Mikel Arteta itu berada di peringkat kedua klasemen Liga Inggris . SCROLL TO CONTINUE WITH CONTENT Arsenal kalah produktivitas gol dari Manchester City yang ada di puncak. The Citizens juga mengumpulkan sembilan poin berkat kemenangan 1-0 atas Coventry City di laga terakhir. Baca juga: Biar Mental Juara Arsenal yang Bicara ADVERTISEMENT Sementara itu, Manchester United gagal mengamankan kemenangan saat tandang ke markas Everton di Hill Dickinson Stadium, Minggu (6/9/2026) malam WIB. Sempat unggul dua kali, Setan Merah akhirnya harus puas dengan hasil akhir 2-2. Kemenangan MU yang sudah di depan mata buyar di masa injury time. Ainsley Maitland-Niles membobol gawang MU lewat tendangan keras dari luar kotak penalti. Hasil ini membuat MU tertahan di peringkat ke-11 klasemen Liga Inggris dengan empat poin dari tiga pertandingan. Bruno Fernandes dkk. mencatat satu kemenangan, satu hasil seri, dan satu kali kalah. Baca juga: Everton Vs Man Utd: Imbang Rasa Kalah buat Setan Merah Klasemen Liga Inggris Pos Team P W D L +/- PTS 1 Manchester City 3 3 0 0 5 9 2 Arsenal 3 3 0 0 5 9 3 Hull City 3 2 1 0 3 7 4 Chelsea 3 2 0 1 1 6 5 Brentford 3 1 2 0 3 5 6 Liverpool 3 1 2 0 2 5 7 Newcastle United 3 1 2 0 2 5 8 Everton 3 1 2 0 2 5 9 Leeds United 3 1 2 0 1 5 10 Brighton & Hove Albion 3 1 1 1 3 4 11 Manchester United 3 1 1 1 1 4 12 Sunderland 3 1 1 1 0 4 13 Crystal Palace 3 1 0 2 -4 3 14 Ipswich Town 3 1 0 2 -4 3 15 Bournemouth 3 0 2 1 -1 2 16 Nottingham Forest 3 0 2 1 -1 2 17 Aston Villa 3 0 1 2 -5 1 18 Tottenham Hotspur 3 0 1 2 -5 1 19 Fulham 3 0 0 3 -3 0 20 Coventry City 3 0 0 3 -5 0 Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues Video: Liverpool-Arsenal Kompak Imbang, Chelsea Menang Video: Liverpool-Arsenal Kompak Imbang, Chelsea Menang (nds/mrp) klasemen liga inggris arsenal manchester city manchester united premier league liga inggris"
"Gabriel Sepak Kepala Emi Martinez, Lolos dari Hukuman",https://sport.detik.com/sepakbola/liga-inggris/d-8651540/gabriel-sepak-kepala-emi-martinez-lolos-dari-hukuman,"London - Gabriel Magalhaes kedapatan menyepak kepala Emiliano Martinez dalam duel perebutan bola. Bek Arsenal itu tak mendapat hukuman dari wasit. Matchday ketiga Premier League menghadirkan bigmatch Arsenal vs Chelsea . Pertandingan digelar di Emirates Stadium, Minggu (6/9/2026) malam WIB. Chelsea unggul lebih dulu lewat gol Morgan Rogers. Arsenal membalas melalui Kai Havertz dan Martin Odegaard, sekaligus memastikan kemenangan 2-1 atas London Biru. SCROLL TO CONTINUE WITH CONTENT Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues Insiden terjadi tak lama setelah Chelsea mencetak gol. Arsenal mengerahkan banyak pemain di kotak penalti lawan untuk menyambut bola tendangan bebas Martin Odegaard. ADVERTISEMENT Kiper Chelsea Emi Martinez melemparkan dirinya ke arah bola yang lepas, mencoba menghentikan ancaman. Dia menangkap bola sambil terjatuh di tengah kemelut depan gawang. Gabriel jadi salah satu pemain yang terlibat dalam kemelut itu. Bek asal Brasil ini mengayunkan kaki kirinya ke arah kepala Emi Martinez. Sepakan kaki Gabriel membuat Emi Martinez kesakitan memegangi kepalanya. Laga sempat dihentikan ketika kiper asal Argentina itu mendapat perawatan. Baca juga: Odegaard Langsung Ngegas How this was not a foul? Gabriel kicking Martinez on head, should have been straight RED. #ARSCHE pic.twitter.com/5icTyXMmh9 â The Final Whistle (@Rufus_45) September 6, 2026 Video Assistant Referee (VAR) meninjau insiden yang melibatkan Gabriel dan Emi Martinez. VAR menilai kontak yang terjadi tidak disengaja, sehingga keputusan yang diambil adalah tidak ada pelanggaran untuk Gabriel. Keputusan VAR mengacu pada Aturan 12 Law of the Game soal pelanggaran dan perilaku tak pantas. Tindak kekerasan hanya berlaku ketika seorang pemain menggunakan kekuatan berlebihan terhadap lawan saat tidak berebut bola. Gabrel dianggap berusaha berebut bola dengan Emi Martinez di tengah kemelut. Alhasil, kontak yang dilakukannya dinilai tak melanggar aturan yang berlaku. Baca juga: Rekor Jual Pemain 20 Klub Premier League usai Arsenal Lepas Martinelli Video: Chelsea Sepakati Transfer Emiliano Martinez 7,5 Juta Pounds Video: Chelsea Sepakati Transfer Emiliano Martinez 7,5 Juta Pounds (bay/mrp) arsenal chelsea arsenal vs chelsea gabriel magalhaes emiliano martinez premier league liga inggris"
Biar Mental Juara Arsenal yang Bicara,https://sport.detik.com/sepakbola/liga-inggris/d-8651504/biar-mental-juara-arsenal-yang-bicara,"London - Arsenal mampu mengalahkan Chelsea setelah tertinggal duluan. Ini jadi bukti ketangguhan mental juara The Gunners. Arsenal menjamu Chelsea di Emirates Stadium, Minggu (6/9/2026Z) malam WIB, ketika Morgan Rogers membawa tim tamu memimpin di menit kedua! Kondisi tim yang belum siap bikin Arsenal terkejut oleh gol cepat tim tamu tersebut. Tapi, Arsenal setelah itu bisa menguasai laga dengan baik dan menyamakan skor 1-1 di menit ke-25 lewat Kai Havertz. SCROLL TO CONTINUE WITH CONTENT Arsenal kemudian berbalik unggul di menit ke-50 lewat gol Martin Odegaard dan skor 2-1 bertahan sampai akhir laga. Hasil yang bikin Arsenal tetap sempurna di tiga laga dan menempel pemuncak klasemen Liga Inggris Manchester City. Arsenal bisa saja menang dengan selisih dua gol andaikan gol Riccardo Calafiori di awal laga tak dianulir karena offside. Untuk kedua kalinya dalam 22 musim terakhir, Arsenal bisa menyapu bersih tiga laga awal, setelah di musim 2022/2023. ADVERTISEMENT Baca juga: Arsenal Vs Chelsea: Comeback, The Gunners Bekuk The Blues Bagi Odegaard, comeback Arsenal ini bukan sekadar kemenangan biasa. Sebab, Arsenal bisa menunjukkan kepada rival-rivalnya bahwa mereka jadi tim paling siap untuk mempertahankan titel. Mental juara yang dimiliki para pemain jadi kunci penting mengejar trofi Premier League. ""Ini laga besar, laga yang penting, lawan tangguh, dan kami tampil brilian untuk bisa mengakhiri laga dengan kemenangan,"" ujar Odegaard seperti dilansir Sky Sports. ""Mentalitas kami adalah terus berjuang. Kami sudah tunjukkan itu berkali-kali. Kami tidak mau kebobolan cepat, tapi reaksinya luar biasa. Kami mendapatkan hasilnya di akhir dan respons pemain luar biasa. Kami tunjukkan kualitas kami dengan atau tanpa bola. Hasilnya terbukti kan?"" Baca juga: Link Live Streaming Arsenal Vs Chelsea Video: Ternyata Arteta Tahu Arsenal Juara Liga Inggris dari Sang Anak Video: Ternyata Arteta Tahu Arsenal Juara Liga Inggris dari Sang Anak (mrp/nds) martin odegaard arsenal arsenal vs chelsea liga inggris 2026/2027 liga inggris"
